,Date,Incident
14,"Daily Service Report for Wednesday, May 27, 2015","
11:39 a.m. A Shady Grove-bound Red Line train at Rockville was expressed for schedule adherence/improved train spacing.    "
15,"Daily Service Report for Wednesday, May 27, 2015","
4:05 p.m. A Vienna-bound Orange Line train at West Falls Church did not operate, resulting in a 6-minute gap in service.    "
16,"Daily Service Report for Wednesday, May 27, 2015","
4:21 p.m. A Branch Avenue-bound Green Line train at Archives was offloaded due to an equipment problem. Passengers experienced a 6-minute delay.    "
17,"Daily Service Report for Wednesday, May 27, 2015","
5:08 p.m. A Wiehle-Reston East-bound Silver Line train at Greensboro was expressed for schedule adherence/improved train spacing.    "
18,"Daily Service Report for Wednesday, May 27, 2015","
5:48 p.m. A New Carrollton-bound Orange Line train at East Falls Church was offloaded due to a track problem. Passengers experienced a 12-minute delay.    "
19,"Daily Service Report for Wednesday, May 27, 2015","
5:54 p.m. A Greenbelt-bound Green Line train at West Hyattsville was offloaded due to a brake problem. Passengers experienced a 7-minute delay.    "
20,"Daily Service Report for Wednesday, May 27, 2015","
6:20 p.m. A Branch Avenue-bound Green Line train at Greenbelt did not operate, resulting in a 6-minute gap in service.    "
21,"Daily Service Report for Wednesday, May 27, 2015","
6:35 p.m. A Shady Grove-bound Red Line train at Takoma was delayed 6 minutes due to a track problem.    "
22,"Daily Service Report for Wednesday, May 27, 2015","
7:09 p.m. A Glenmont-bound Red Line train at NoMa-Gallaudet was offloaded and turned back for schedule adherence/improved train spacing.  Passengers experienced a 6-minute delay.    "
23,"Daily Service Report for Wednesday, May 27, 2015","
"
24,"Daily Service Report for Wednesday, May 27, 2015",
25,"Daily Service Report for Wednesday, May 27, 2015","Report Archives

"
0,"Daily Service Report for Tuesday, May 26, 2015",5:53 a.m. A Largo Town Center-bound Silver Line train at Foggy Bottom was offloaded due to a brake problem. Passengers experienced a 6-minute delay.    
1,"Daily Service Report for Tuesday, May 26, 2015","
6:11 a.m. A Glenmont-bound Red Line train at Twinbrook was delayed 9 minutes due to late clearing track equipment.    "
2,"Daily Service Report for Tuesday, May 26, 2015","
7:01 a.m. A Wiehle-Reston East-bound Silver Line train at Largo Town Center did not operate, resulting in a 6-minute gap in service.    "
3,"Daily Service Report for Tuesday, May 26, 2015","
7:36 a.m. A Glenmont-bound Red Line train at Rockville did not service the station due to an operational problem.  Passengers experienced a 6-minute delay.    "
4,"Daily Service Report for Tuesday, May 26, 2015","
8:12 a.m. A Huntington-bound Yellow Line train at King Street was offloaded and re-routed to Franconia-Springfield for schedule adherence/improved train spacing.  Passengers experienced a 6-minute delay.    "
5,"Daily Service Report for Tuesday, May 26, 2015","
8:15 a.m. A Branch Avenue-bound Green Line train at Greenbelt did not operate, resulting in a 6-minute gap in service.    "
6,"Daily Service Report for Tuesday, May 26, 2015","
8:17 a.m. A Mt. Vernon Square-bound Yellow Line train at Huntington did not operate, resulting in a 6-minute gap in service.    "
7,"Daily Service Report for Tuesday, May 26, 2015","
9:37 a.m. A Branch Avenue-bound Green Line train at Greenbelt did not operate, resulting in a 9-minute gap in service.    "
8,"Daily Service Report for Tuesday, May 26, 2015","
1:03 p.m. A New Carrollton-bound Orange Line train at Rosslyn was offloaded due to a brake problem. Passengers experienced a 12-minute delay.    "
9,"Daily Service Report for Tuesday, May 26, 2015","
1:31 p.m. A Branch Avenue-bound Green Line train at Greenbelt was delayed 7 minutes due to maintenance activity.    "
10,"Daily Service Report for Tuesday, May 26, 2015","
3:03 p.m. A New Carrollton-bound Orange Line train at Vienna was delayed 6 minutes due to a track problem.    "
11,"Daily Service Report for Tuesday, May 26, 2015","
4:25 p.m. A Glenmont-bound Red Line train at Rockville did not service the station due to an operational problem.  Passengers experienced a 6-minute delay.    "
12,"Daily Service Report for Tuesday, May 26, 2015","
4:33 p.m. A Glenmont-bound Red Line train at Fort Totten was delayed 16 minutes due to a signal problem.    "
13,"Daily Service Report for Tuesday, May 26, 2015","
6:16 p.m. A Silver Spring-bound Red Line train at Friendship Heights was expressed for schedule adherence/improved train spacing.    "
14,"Daily Service Report for Tuesday, May 26, 2015","
6:56 p.m. A Largo Town Center-bound Silver Line train at Minnesota Avenue was offloaded due to an operational problem. Passengers experienced a 12-minute delay.    "
15,"Daily Service Report for Tuesday, May 26, 2015","
8:27 p.m. A Shady Grove-bound Red Line train at Bethesda was offloaded due to a brake problem. Passengers experienced a 10-minute delay.    "
16,"Daily Service Report for Tuesday, May 26, 2015","
"
17,"Daily Service Report for Tuesday, May 26, 2015","
"
18,"Daily Service Report for Tuesday, May 26, 2015",
19,"Daily Service Report for Tuesday, May 26, 2015","Report Archives

"
0,"Daily Service Report for Monday, May 25, 2015",6:06 p.m. A Grosvenor-Strathmore-bound Red Line train at Van Ness was offloaded due to a door problem. Passengers experienced a 16-minute delay.    
1,"Daily Service Report for Monday, May 25, 2015","
8:03 p.m. A Wiehle-Reston East-bound Silver Line train at Federal Triangle was offloaded due to a door problem. Passengers experienced a 14-minute delay.   "
2,"Daily Service Report for Monday, May 25, 2015",
3,"Daily Service Report for Monday, May 25, 2015","Report Archives

"
0,"Daily Service Report for Sunday, May 24, 2015",7:30 a.m. A Largo Town Center-bound Blue Line train at Arlington Cemetery was delayed 5 minutes due to an operational problem.    
1,"Daily Service Report for Sunday, May 24, 2015","
9:04 a.m. A Glenmont-bound Red Line train at Medical Center was offloaded due to a brake problem. Passengers experienced a 9-minute delay.    "
2,"Daily Service Report for Sunday, May 24, 2015","
9:45 a.m. A Grosvenor-Strathmore-bound Red Line train at NoMa-Gallaudet did not operate, resulting in a 13-minute gap in service.    "
3,"Daily Service Report for Sunday, May 24, 2015","
5:12 p.m. A Wiehle-Reston East-bound Silver Line train at Eastern Market was offloaded due to an equipment problem. Passengers experienced a 7-minute delay.    "
4,"Daily Service Report for Sunday, May 24, 2015","
9:21 p.m. A Largo Town Center-bound Silver Line train at East Falls Church was delayed 6 minutes due to a track problem.   "
5,"Daily Service Report for Sunday, May 24, 2015",
6,"Daily Service Report for Sunday, May 24, 2015","Report Archives

"
0,"Daily Service Report for Saturday, May 23, 2015","6:35 a.m. A Largo Town Center-bound Silver Line train at Wiehle-Reston East did not operate, resulting in a 12-minute gap in service.    "
1,"Daily Service Report for Saturday, May 23, 2015","
8:18 a.m. A Wiehle-Reston East-bound Silver Line train at Largo Town Center did not operate, resulting in a 15-minute gap in service.    "
2,"Daily Service Report for Saturday, May 23, 2015","
10:38 a.m. A Shady Grove-bound Red Line train at NoMa-Gallaudet was offloaded due to an equipment problem. Passengers experienced a 13-minute delay.    "
3,"Daily Service Report for Saturday, May 23, 2015","
10:45 a.m. A Glenmont-bound Red Line train at NoMa-Gallaudet was offloaded and turned back for schedule adherence/improved train spacing.  Passengers experienced a 7-minute delay.    "
4,"Daily Service Report for Saturday, May 23, 2015","
2:06 p.m. A Largo Town Center-bound Blue Line train at Farragut West was offloaded due to a door problem. Passengers experienced an 18-minute delay.    "
5,"Daily Service Report for Saturday, May 23, 2015","
5:48 p.m. A Largo Town Center-bound Blue Line train at Federal Triangle was offloaded due to a track problem. Passengers experienced a 25-minute delay.    "
6,"Daily Service Report for Saturday, May 23, 2015","
5:52 p.m. A Franconia-Springfield-bound Blue Line train at Addison Road was delayed 5 minutes due to a track problem.    "
7,"Daily Service Report for Saturday, May 23, 2015","
11:24 p.m. A Largo Town Center-bound Blue Line train at Franconia-Springfield did not operate, resulting in a 24-minute gap in service.   "
8,"Daily Service Report for Saturday, May 23, 2015",
9,"Daily Service Report for Saturday, May 23, 2015","Report Archives

"
0,"Daily Service Report for Friday, May 22, 2015","6:16 a.m. A Largo Town Center-bound Blue Line train at King Street did not operate, resulting in an 8-minute gap in service.    "
1,"Daily Service Report for Friday, May 22, 2015","
6:37 a.m. A Glenmont-bound Red Line train at Cleveland Park did not service the station due to an operational problem.  Passengers experienced a 6-minute delay.    "
2,"Daily Service Report for Friday, May 22, 2015","
6:53 a.m. A Shady Grove-bound Red Line train at Rhode Island Avenue was delayed 5 minutes due to a door problem.    "
3,"Daily Service Report for Friday, May 22, 2015","
7:02 a.m. A Franconia-Springfield-bound Blue Line train at Van Dorn Street was expressed for schedule adherence/improved train spacing.    "
4,"Daily Service Report for Friday, May 22, 2015","
7:04 a.m. A Shady Grove-bound Red Line train at NoMa-Gallaudet was offloaded due to a brake problem. Passengers experienced a 9-minute delay.    "
5,"Daily Service Report for Friday, May 22, 2015","
7:17 a.m. A Vienna-bound Orange Line train at Virginia Square was expressed for schedule adherence/improved train spacing.    "
6,"Daily Service Report for Friday, May 22, 2015","
7:28 a.m. A Vienna-bound Orange Line train at Dunn Loring was expressed for schedule adherence/improved train spacing.    "
7,"Daily Service Report for Friday, May 22, 2015","
7:50 a.m. A New Carrollton-bound Orange Line train at Virginia Square was expressed for schedule adherence/improved train spacing.    "
8,"Daily Service Report for Friday, May 22, 2015","
8:06 a.m. A Wiehle-Reston East-bound Silver Line train at Clarendon was expressed for schedule adherence/improved train spacing.    "
9,"Daily Service Report for Friday, May 22, 2015","
8:08 a.m. A Huntington-bound Yellow Line train at King Street was expressed for schedule adherence/improved train spacing.    "
10,"Daily Service Report for Friday, May 22, 2015","
8:39 a.m. A Branch Avenue-bound Green Line train at Greenbelt did not operate, resulting in a 6-minute gap in service.    "
11,"Daily Service Report for Friday, May 22, 2015","
1:41 p.m. A Shady Grove-bound Red Line train at Silver Spring was delayed 5 minutes due to maintenance activity.    "
12,"Daily Service Report for Friday, May 22, 2015","
3:12 p.m. A Franconia-Springfield-bound Yellow Line train at Van Dorn Street was delayed 5 minutes due to a track problem.    "
13,"Daily Service Report for Friday, May 22, 2015","
4:24 p.m. A Largo Town Center-bound Silver Line train at Virginia Square was expressed for schedule adherence/improved train spacing.    "
14,"Daily Service Report for Friday, May 22, 2015","
4:33 p.m. A New Carrollton-bound Orange Line train at Landover was expressed for schedule adherence/improved train spacing.    "
15,"Daily Service Report for Friday, May 22, 2015","
5:26 p.m. A Shady Grove-bound Red Line train at Twinbrook was expressed for schedule adherence/improved train spacing.    "
16,"Daily Service Report for Friday, May 22, 2015","
5:28 p.m. A Vienna-bound Orange Line train at New Carrollton did not operate, resulting in a 6-minute gap in service.    "
17,"Daily Service Report for Friday, May 22, 2015","
5:35 p.m. A Huntington-bound Yellow Line train at King Street was delayed 7 minutes due to a track problem.    "
18,"Daily Service Report for Friday, May 22, 2015","
7:00 p.m. A New Carrollton-bound Orange Line train at Virginia Square was offloaded due to a door problem. Passengers experienced a 5-minute delay.    "
19,"Daily Service Report for Friday, May 22, 2015","
8:42 p.m. A Vienna-bound Orange Line train at Virginia Square was delayed 7 minutes due to a medical emergency.     "
20,"Daily Service Report for Friday, May 22, 2015","
"
21,"Daily Service Report for Friday, May 22, 2015",
22,"Daily Service Report for Friday, May 22, 2015","Report Archives

"
0,"Daily Service Report for Thursday, May 21, 2015","6:55 a.m. A Greenbelt-bound Green Line train at Branch Avenue did not operate, resulting in a 6-minute gap in service.    "
1,"Daily Service Report for Thursday, May 21, 2015","
7:07 a.m. A Greenbelt-bound Green Line train at Branch Avenue did not operate, resulting in a 6-minute gap in service.    "
2,"Daily Service Report for Thursday, May 21, 2015","
7:12 a.m. A Branch Avenue-bound Green Line train at Fort Totten was offloaded due to an equipment problem. Passengers experienced a 9-minute delay.    "
3,"Daily Service Report for Thursday, May 21, 2015","
7:25 a.m. A Branch Avenue-bound Green Line train at Greenbelt did not operate, resulting in a 6-minute gap in service.    "
4,"Daily Service Report for Thursday, May 21, 2015","
7:52 a.m. A Huntington-bound Yellow Line train at Mt. Vernon Square did not operate, resulting in a 6-minute gap in service.    "
5,"Daily Service Report for Thursday, May 21, 2015","
7:53 a.m. A Glenmont-bound Red Line train at Dupont Circle was offloaded due to a brake problem. Passengers experienced a 3-minute delay.    "
6,"Daily Service Report for Thursday, May 21, 2015","
8:10 a.m. A Grosvenor-Strathmore-bound Red Line train at Dupont Circle did not service the station due to an operational problem.  Passengers experienced a 6-minute delay.    "
7,"Daily Service Report for Thursday, May 21, 2015","
9:12 a.m. A Branch Avenue-bound Green Line train at Waterfront was expressed for schedule adherence/improved train spacing.    "
8,"Daily Service Report for Thursday, May 21, 2015","
10:24 a.m. A Vienna-bound Orange Line train at Landover was offloaded due to a brake problem. Passengers experienced a 12-minute delay.    "
9,"Daily Service Report for Thursday, May 21, 2015","
10:30 a.m. A Fort Totten-bound Yellow Line train at King Street was offloaded due to a brake problem. Passengers experienced a 12-minute delay.    "
10,"Daily Service Report for Thursday, May 21, 2015","
10:57 a.m. A Largo Town Center-bound Blue Line train at Stadium-Armory was delayed 6 minutes due to a medical emergency.     "
11,"Daily Service Report for Thursday, May 21, 2015","
3:16 p.m. A Silver Spring-bound Red Line train at Shady Grove did not operate, resulting in a 6-minute gap in service.    "
12,"Daily Service Report for Thursday, May 21, 2015","
3:36 p.m. Orange/Silver/Blue line train service was suspended between Eastern Market & Minnesota Ave and Eastern Market & Benning Road due to a power problem. Shuttle bus service was provided. Power was restored at approximately 4:50 p.m. Passengers experienced delays up to 60 minutes.    "
13,"Daily Service Report for Thursday, May 21, 2015","
3:49 p.m. A Greenbelt-bound Green Line train at Branch Avenue did not operate, resulting in a 6-minute gap in service.    "
14,"Daily Service Report for Thursday, May 21, 2015","
4:02 p.m. A Branch Avenue-bound Green Line train at Naylor Road was expressed for schedule adherence/improved train spacing.    "
15,"Daily Service Report for Thursday, May 21, 2015","
4:05 p.m. A New Carrollton-bound Orange Line train at Vienna did not operate, resulting in a 6-minute gap in service.    "
16,"Daily Service Report for Thursday, May 21, 2015","
4:34 p.m. A Greenbelt-bound Green Line train at West Hyattsville was expressed for schedule adherence/improved train spacing.    "
17,"Daily Service Report for Thursday, May 21, 2015","
4:53 p.m. A Mt. Vernon Square-bound Yellow Line train at Huntington did not operate, resulting in a 6-minute gap in service.    "
18,"Daily Service Report for Thursday, May 21, 2015","
5:15 p.m. A Huntington-bound Yellow Line train at Eisenhower Avenue was expressed for schedule adherence/improved train spacing.    "
19,"Daily Service Report for Thursday, May 21, 2015","
5:54 p.m. A Largo Town Center-bound Blue Line train at Pentagon was delayed 7 minutes due to a signal problem.    "
20,"Daily Service Report for Thursday, May 21, 2015","
6:34 p.m. A Greenbelt-bound Green Line train at West Hyattsville was expressed for schedule adherence/improved train spacing.    "
21,"Daily Service Report for Thursday, May 21, 2015","
7:55 p.m. A Branch Avenue-bound Green Line train at Greenbelt was delayed 17 minutes due to a signal problem.    "
22,"Daily Service Report for Thursday, May 21, 2015","
9:37 p.m. A Fort Totten-bound Yellow Line train at Braddock Road was offloaded due to an equipment problem. Passengers experienced a 6-minute delay.   "
23,"Daily Service Report for Thursday, May 21, 2015",
24,"Daily Service Report for Thursday, May 21, 2015","Report Archives

"
0,"Daily Service Report for Wednesday, May 20, 2015",5:13 a.m. A Huntington-bound Yellow Line train at Fort Totten was offloaded due to a brake problem. Passengers experienced a 12-minute delay.    
1,"Daily Service Report for Wednesday, May 20, 2015","
6:56 a.m. A Huntington-bound Yellow Line train at Eisenhower Avenue was expressed for schedule adherence/improved train spacing.    "
2,"Daily Service Report for Wednesday, May 20, 2015","
7:00 a.m. A Shady Grove-bound Red Line train at Woodley Park was offloaded due to a door problem. Passengers experienced a 6-minute delay.    "
3,"Daily Service Report for Wednesday, May 20, 2015","
7:09 a.m. A Branch Avenue-bound Green Line train at Greenbelt did not operate, resulting in a 6-minute gap in service.    "
4,"Daily Service Report for Wednesday, May 20, 2015","
7:11 a.m. A Largo Town Center-bound Silver Line train at Virginia Square was expressed for schedule adherence/improved train spacing.    "
5,"Daily Service Report for Wednesday, May 20, 2015","
7:19 a.m. A Greenbelt-bound Green Line train at Branch Avenue did not operate, resulting in a 6-minute gap in service.    "
6,"Daily Service Report for Wednesday, May 20, 2015","
7:37 a.m. A Mt. Vernon Square-bound Yellow Line train at Archives was offloaded due to a brake problem. Passengers experienced a 7-minute delay.    "
7,"Daily Service Report for Wednesday, May 20, 2015","
7:57 a.m. A Greenbelt-bound Green Line train at Branch Avenue did not operate, resulting in a 6-minute gap in service.    "
8,"Daily Service Report for Wednesday, May 20, 2015","
8:01 a.m. A Glenmont-bound Red Line train at Medical Center was offloaded due to a brake problem. Passengers experienced a 6-minute delay.    "
9,"Daily Service Report for Wednesday, May 20, 2015","
11:00 a.m. A Branch Avenue-bound Green Line train at Greenbelt was delayed 5 minutes due to maintenance activity.    "
10,"Daily Service Report for Wednesday, May 20, 2015","
1:47 p.m. A Shady Grove-bound Red Line train at Silver Spring did not operate, resulting in a 6-minute gap in service.    "
11,"Daily Service Report for Wednesday, May 20, 2015","
3:22 p.m. A Silver Spring-bound Red Line train at Grosvenor did not operate, resulting in a 6-minute gap in service.    "
12,"Daily Service Report for Wednesday, May 20, 2015","
3:22 p.m. A Grosvenor-Strathmore-bound Red Line train at Silver Spring did not operate, resulting in a 6-minute gap in service.    "
13,"Daily Service Report for Wednesday, May 20, 2015","
3:34 p.m. A Grosvenor-Strathmore-bound Red Line train at Silver Spring did not operate, resulting in a 6-minute gap in service.    "
14,"Daily Service Report for Wednesday, May 20, 2015","
3:59 p.m. A New Carrollton-bound Orange Line train at Vienna did not operate, resulting in a 6-minute gap in service.    "
15,"Daily Service Report for Wednesday, May 20, 2015","
4:05 p.m. A New Carrollton-bound Orange Line train at Vienna did not operate, resulting in a 6-minute gap in service.    "
16,"Daily Service Report for Wednesday, May 20, 2015","
4:53 p.m. A Mt. Vernon Square-bound Yellow Line train at Huntington did not operate, resulting in a 6-minute gap in service.    "
17,"Daily Service Report for Wednesday, May 20, 2015","
5:48 p.m. A New Carrollton-bound Orange Line train at Landover was expressed for schedule adherence/improved train spacing.    "
18,"Daily Service Report for Wednesday, May 20, 2015","
6:09 p.m. A Branch Avenue-bound Green Line train at Navy Yard was offloaded due to a door problem. Passengers experienced a 9-minute delay.    "
19,"Daily Service Report for Wednesday, May 20, 2015","
6:35 p.m. A Glenmont-bound Red Line train at NoMa-Gallaudet was offloaded due to a brake problem. Passengers experienced a 3-minute delay.    "
20,"Daily Service Report for Wednesday, May 20, 2015","
6:38 p.m. A Largo Town Center-bound Silver Line train at Clarendon was expressed for schedule adherence/improved train spacing.    "
21,"Daily Service Report for Wednesday, May 20, 2015","
"
22,"Daily Service Report for Wednesday, May 20, 2015",
23,"Daily Service Report for Wednesday, May 20, 2015","Report Archives

"
0,"Daily Service Report for Tuesday, May 19, 2015","6:16 a.m. A Largo Town Center-bound Blue Line train at King Street did not operate, resulting in an 8-minute gap in service.    "
1,"Daily Service Report for Tuesday, May 19, 2015","
6:26 a.m. A Silver Spring-bound Red Line train at Friendship Heights reported a track problem. Train service was suspended at Bethesda Station due to smoke in the tunnel resulting from a 3rd rail feeder cable. Service was restored at approximately 7:20 with single track service. Red Line passengers experienced delays in both directions until approximately 10:15 a.m., when two-track service was restored.     "
2,"Daily Service Report for Tuesday, May 19, 2015","
6:45 a.m. A Branch Avenue-bound Green Line train at Greenbelt did not operate, resulting in a 6-minute gap in service.    "
3,"Daily Service Report for Tuesday, May 19, 2015","
6:47 a.m. A Mt. Vernon Square-bound Yellow Line train at Huntington was delayed 6 minutes due to a brake problem.    "
4,"Daily Service Report for Tuesday, May 19, 2015","
7:57 a.m. A Greenbelt-bound Green Line train at Branch Avenue did not operate, resulting in a 6-minute gap in service.    "
5,"Daily Service Report for Tuesday, May 19, 2015","
8:15 a.m. A Branch Avenue-bound Green Line train at Greenbelt did not operate, resulting in a 6-minute gap in service.    "
6,"Daily Service Report for Tuesday, May 19, 2015","
8:33 a.m. A Greenbelt-bound Yellow Line train at West Hyattsville was offloaded due to a brake problem. Passengers experienced an 8-minute delay.    "
7,"Daily Service Report for Tuesday, May 19, 2015","
8:44 a.m. A Glenmont-bound Red Line train at Dupont Circle was delayed 6 minutes due to a door problem.    "
8,"Daily Service Report for Tuesday, May 19, 2015","
8:51 a.m. A Branch Avenue-bound Green Line train at Greenbelt did not operate, resulting in a 6-minute gap in service.    "
9,"Daily Service Report for Tuesday, May 19, 2015","
8:54 a.m. A Glenmont-bound Red Line train at Medical Center was offloaded due to a door problem. Passengers experienced an 8-minute delay.    "
10,"Daily Service Report for Tuesday, May 19, 2015","
9:12 a.m. A Largo Town Center-bound Silver Line train at Court House was expressed for schedule adherence/improved train spacing.    "
11,"Daily Service Report for Tuesday, May 19, 2015","
11:32 a.m. A Huntington-bound Yellow Line train at Pentagon was delayed 6 minutes due to a door problem.    "
12,"Daily Service Report for Tuesday, May 19, 2015","
1:53 p.m. A Glenmont-bound Red Line train at Shady Grove was delayed 7 minutes due to an operational problem.    "
13,"Daily Service Report for Tuesday, May 19, 2015","
1:59 p.m. A Silver Spring-bound Red Line train at Shady Grove was delayed 7 minutes due to an operational problem.    "
14,"Daily Service Report for Tuesday, May 19, 2015","
2:10 p.m. A Huntington-bound Yellow Line train at Pentagon was delayed 6 minutes due to a track obstruction.     "
15,"Daily Service Report for Tuesday, May 19, 2015","
2:44 p.m. A New Carrollton-bound Orange Line train at Virginia Square was delayed 8 minutes due to a passenger interfering with door operations.    "
16,"Daily Service Report for Tuesday, May 19, 2015","
3:52 p.m. A Glenmont-bound Red Line train at Twinbrook was offloaded due to a door problem. Passengers experienced a 6-minute delay.    "
17,"Daily Service Report for Tuesday, May 19, 2015","
3:55 p.m. A Greenbelt-bound Green Line train at College Park was offloaded due to a brake problem. Passengers experienced a 12-minute delay.    "
18,"Daily Service Report for Tuesday, May 19, 2015","
3:58 p.m. A Wiehle-Reston East-bound Silver Line train at Clarendon was expressed for schedule adherence/improved train spacing.    "
19,"Daily Service Report for Tuesday, May 19, 2015","
4:10 p.m. A Glenmont-bound Red Line train at Woodley Park was expressed for schedule adherence/improved train spacing.    "
20,"Daily Service Report for Tuesday, May 19, 2015","
4:20 p.m. A Wiehle-Reston East-bound Silver Line train at Clarendon was expressed for schedule adherence/improved train spacing.    "
21,"Daily Service Report for Tuesday, May 19, 2015","
4:26 p.m. A New Carrollton-bound Orange Line train at Landover was expressed for schedule adherence/improved train spacing.    "
22,"Daily Service Report for Tuesday, May 19, 2015","
5:09 p.m. A Shady Grove-bound Red Line train at Friendship Heights was offloaded due to a brake problem. Passengers experienced a 15-minute delay.    "
23,"Daily Service Report for Tuesday, May 19, 2015","
5:26 p.m. A Largo Town Center-bound Silver Line train at Court House was expressed for schedule adherence/improved train spacing.    "
24,"Daily Service Report for Tuesday, May 19, 2015","
5:41 p.m. A Greenbelt-bound Green Line train at Prince George's Plaza was expressed for schedule adherence/improved train spacing.    "
25,"Daily Service Report for Tuesday, May 19, 2015","
5:45 p.m. A Shady Grove-bound Red Line train at Rockville was expressed for schedule adherence/improved train spacing.    "
26,"Daily Service Report for Tuesday, May 19, 2015","
5:49 p.m. A Glenmont-bound Red Line train at Brookland was expressed for schedule adherence/improved train spacing.    "
27,"Daily Service Report for Tuesday, May 19, 2015","
6:02 p.m. A Silver Spring-bound Red Line train at Woodley Park was expressed for schedule adherence/improved train spacing.    "
28,"Daily Service Report for Tuesday, May 19, 2015","
6:08 p.m. A Largo Town Center-bound Silver Line train at Court House was expressed for schedule adherence/improved train spacing.    "
29,"Daily Service Report for Tuesday, May 19, 2015","
6:13 p.m. A Greenbelt-bound Green Line train at College Park was expressed for schedule adherence/improved train spacing.    "
30,"Daily Service Report for Tuesday, May 19, 2015","
6:20 p.m. A Greenbelt-bound Green Line train at Gallery Place was offloaded due to an equipment problem. Passengers experienced a 6-minute delay.    "
31,"Daily Service Report for Tuesday, May 19, 2015","
6:41 p.m. A Huntington-bound Yellow Line train at Mt. Vernon Square was rerouted to Greenbelt for schedule adherence/improved train spacing. Passengers experienced a 6-minute delay.    "
32,"Daily Service Report for Tuesday, May 19, 2015","
7:17 p.m. A Vienna-bound Orange Line train at Federal Center SW was offloaded due to a brake problem. Passengers experienced a 25-minute delay.     "
33,"Daily Service Report for Tuesday, May 19, 2015","
7:56 p.m. A Largo Town Center-bound Silver Line train at Eastern Market was offloaded and used to recover a disabled no-passenger train. Passengers experienced a 16-minute delay.    "
34,"Daily Service Report for Tuesday, May 19, 2015","
8:39 p.m. A Branch Avenue-bound Green Line train at Anacostia was delayed 5 minutes due to an operational problem.    "
35,"Daily Service Report for Tuesday, May 19, 2015","
11:25 p.m. A New Carrollton-bound Orange Line train at Stadium-Armory was delayed 6 minutes due to a brake problem.    "
36,"Daily Service Report for Tuesday, May 19, 2015","
"
37,"Daily Service Report for Tuesday, May 19, 2015",
38,"Daily Service Report for Tuesday, May 19, 2015","Report Archives

"
0,"Daily Service Report for Monday, May 18, 2015",5:14 a.m. A Franconia-Springfield-bound Blue Line train at Addison Road was delayed 7 minutes due to late clearing track work.    
1,"Daily Service Report for Monday, May 18, 2015","
5:58 a.m. A Branch Avenue-bound Green Line train at Naylor Road was delayed 8 minutes due to late clearing track work.    "
2,"Daily Service Report for Monday, May 18, 2015","
6:04 a.m. A Largo Town Center-bound Blue Line train at King Street did not operate, resulting in an 8-minute gap in service.    "
3,"Daily Service Report for Monday, May 18, 2015","
6:16 a.m. A Largo Town Center-bound Blue Line train at King Street did not operate, resulting in an 8-minute gap in service.    "
4,"Daily Service Report for Monday, May 18, 2015","
6:45 a.m. A Branch Avenue-bound Green Line train at Greenbelt did not operate, resulting in a 6-minute gap in service.    "
5,"Daily Service Report for Monday, May 18, 2015","
7:49 a.m. A Franconia-Springfield-bound Blue Line train at Largo Town Center did not operate, resulting in a 6-minute gap in service.    "
6,"Daily Service Report for Monday, May 18, 2015","
7:51 a.m. A Glenmont-bound Red Line train at Woodley Park was offloaded due to a brake problem. Passengers experienced a 6-minute delay.    "
7,"Daily Service Report for Monday, May 18, 2015","
7:57 a.m. A Greenbelt-bound Green Line train at Branch Avenue did not operate, resulting in a 6-minute gap in service.    "
8,"Daily Service Report for Monday, May 18, 2015","
8:46 a.m. A New Carrollton-bound Orange Line train at Virginia Square was delayed 5 minutes due to a medical emergency.     "
9,"Daily Service Report for Monday, May 18, 2015","
9:01 a.m. A Franconia-Springfield-bound Yellow Line train at Greenbelt was delayed 6 minutes due to an operational problem.    "
10,"Daily Service Report for Monday, May 18, 2015","
9:01 a.m. A Greenbelt-bound Green Line train at College Park was expressed for schedule adherence/improved train spacing.    "
11,"Daily Service Report for Monday, May 18, 2015","
9:03 a.m. A Branch Avenue-bound Green Line train at Greenbelt did not operate, resulting in a 6-minute gap in service.    "
12,"Daily Service Report for Monday, May 18, 2015","
9:46 a.m. A Glenmont-bound Red Line train at Brookland was delayed 5 minutes due to a medical emergency.     "
13,"Daily Service Report for Monday, May 18, 2015","
3:22 p.m. A Vienna-bound Orange Line train at New Carrollton did not operate, resulting in a 6-minute gap in service.    "
14,"Daily Service Report for Monday, May 18, 2015","
4:07 p.m. A Shady Grove-bound Red Line train at Rhode Island Avenue was offloaded due to an equipment problem. Passengers experienced a 9-minute delay.    "
15,"Daily Service Report for Monday, May 18, 2015","
4:24 p.m. A Wiehle-Reston East-bound Silver Line train outside McLean was delayed 13 minutes due to an equipment problem.    "
16,"Daily Service Report for Monday, May 18, 2015","
4:38 p.m. A Shady Grove-bound Red Line train at Wheaton was offloaded due to a brake problem. Passengers experienced a 7-minute delay.    "
17,"Daily Service Report for Monday, May 18, 2015","
5:08 p.m. A Shady Grove-bound Red Line train at Brookland was expressed for schedule adherence/improved train spacing.    "
18,"Daily Service Report for Monday, May 18, 2015","
5:16 p.m. A Glenmont-bound Red Line train at Gallery Place did not service the station due to an operational problem.  Passengers experienced a 6-minute delay.    "
19,"Daily Service Report for Monday, May 18, 2015","
5:32 p.m. A Shady Grove-bound Red Line train at White Flint was expressed for schedule adherence/improved train spacing.    "
